Observation ,Animal   ,Environment ,HasShell ,BearsYoungAs ,Class   ,WarmBlooded ,BodyCovering ,Probability
        575 ,Platypus ,Land        ,False    ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        576 ,Platypus ,Land        ,False    ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
        577 ,Platypus ,Water       ,True     ,Live         ,Bird    ,True        ,Fur          ,        0.0
        578 ,Platypus ,Water       ,True     ,Live         ,Bird    ,True        ,Feathers     ,        0.0
        579 ,Platypus ,Water       ,True     ,Live         ,Bird    ,True        ,Scales       ,        0.0
        580 ,Platypus ,Water       ,True     ,Live         ,Bird    ,False       ,Fur          ,        0.0
        581 ,Platypus ,Water       ,True     ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        582 ,Platypus ,Water       ,True     ,Live         ,Bird    ,False       ,Scales       ,        0.0
        583 ,Platypus ,Water       ,True     ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        584 ,Platypus ,Water       ,True     ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        585 ,Platypus ,Water       ,True     ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        586 ,Platypus ,Water       ,True     ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        587 ,Platypus ,Water       ,True     ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        588 ,Platypus ,Water       ,True     ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        589 ,Platypus ,Water       ,True     ,Live         ,Reptile ,True        ,Fur          ,        0.0
        590 ,Platypus ,Water       ,True     ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        591 ,Platypus ,Water       ,True     ,Live         ,Reptile ,True        ,Scales       ,        0.0
        592 ,Platypus ,Water       ,True     ,Live         ,Reptile ,False       ,Fur          ,        0.0
        593 ,Platypus ,Water       ,True     ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        594 ,Platypus ,Water       ,True     ,Live         ,Reptile ,False       ,Scales       ,        0.0
        595 ,Platypus ,Water       ,True     ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        596 ,Platypus ,Water       ,True     ,Eggs         ,Bird    ,True        ,Feathers     ,        0.0
        597 ,Platypus ,Water       ,True     ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        598 ,Platypus ,Water       ,True     ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        599 ,Platypus ,Water       ,True     ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        600 ,Platypus ,Water       ,True     ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        601 ,Platypus ,Water       ,True     ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
        602 ,Platypus ,Water       ,True     ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        603 ,Platypus ,Water       ,True     ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
        604 ,Platypus ,Water       ,True     ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
        605 ,Platypus ,Water       ,True     ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
        606 ,Platypus ,Water       ,True     ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
        607 ,Platypus ,Water       ,True     ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
        608 ,Platypus ,Water       ,True     ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
        609 ,Platypus ,Water       ,True     ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
        610 ,Platypus ,Water       ,True     ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
        611 ,Platypus ,Water       ,True     ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        612 ,Platypus ,Water       ,True     ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
        613 ,Platypus ,Water       ,False    ,Live         ,Bird    ,True        ,Fur          ,        0.0
        614 ,Platypus ,Water       ,False    ,Live         ,Bird    ,True        ,Feathers     ,        0.0
        615 ,Platypus ,Water       ,False    ,Live         ,Bird    ,True        ,Scales       ,        0.0
        616 ,Platypus ,Water       ,False    ,Live         ,Bird    ,False       ,Fur          ,        0.0
        617 ,Platypus ,Water       ,False    ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        618 ,Platypus ,Water       ,False    ,Live         ,Bird    ,False       ,Scales       ,        0.0
        619 ,Platypus ,Water       ,False    ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        620 ,Platypus ,Water       ,False    ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        621 ,Platypus ,Water       ,False    ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        622 ,Platypus ,Water       ,False    ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        623 ,Platypus ,Water       ,False    ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        624 ,Platypus ,Water       ,False    ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        625 ,Platypus ,Water       ,False    ,Live         ,Reptile ,True        ,Fur          ,        0.0
        626 ,Platypus ,Water       ,False    ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        627 ,Platypus ,Water       ,False    ,Live         ,Reptile ,True        ,Scales       ,        0.0
        628 ,Platypus ,Water       ,False    ,Live         ,Reptile ,False       ,Fur          ,        0.0
        629 ,Platypus ,Water       ,False    ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        630 ,Platypus ,Water       ,False    ,Live         ,Reptile ,False       ,Scales       ,        0.0
        631 ,Platypus ,Water       ,False    ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        632 ,Platypus ,Water       ,False    ,Eggs         ,Bird    ,True        ,Feathers     ,        0.0
        633 ,Platypus ,Water       ,False    ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        634 ,Platypus ,Water       ,False    ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        635 ,Platypus ,Water       ,False    ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        636 ,Platypus ,Water       ,False    ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        637 ,Platypus ,Water       ,False    ,Eggs         ,Mammal  ,True        ,Fur          ,        0.2
        638 ,Platypus ,Water       ,False    ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        639 ,Platypus ,Water       ,False    ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
        640 ,Platypus ,Water       ,False    ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
        641 ,Platypus ,Water       ,False    ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
        642 ,Platypus ,Water       ,False    ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
        643 ,Platypus ,Water       ,False    ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
        644 ,Platypus ,Water       ,False    ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
        645 ,Platypus ,Water       ,False    ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
        646 ,Platypus ,Water       ,False    ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
        647 ,Platypus ,Water       ,False    ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        648 ,Platypus ,Water       ,False    ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
        649 ,Robin    ,Air         ,True     ,Live         ,Bird    ,True        ,Fur          ,        0.0
        650 ,Robin    ,Air         ,True     ,Live         ,Bird    ,True        ,Feathers     ,        0.0
        651 ,Robin    ,Air         ,True     ,Live         ,Bird    ,True        ,Scales       ,        0.0
        652 ,Robin    ,Air         ,True     ,Live         ,Bird    ,False       ,Fur          ,        0.0
        653 ,Robin    ,Air         ,True     ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        654 ,Robin    ,Air         ,True     ,Live         ,Bird    ,False       ,Scales       ,        0.0
        655 ,Robin    ,Air         ,True     ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        656 ,Robin    ,Air         ,True     ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        657 ,Robin    ,Air         ,True     ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        658 ,Robin    ,Air         ,True     ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        659 ,Robin    ,Air         ,True     ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        660 ,Robin    ,Air         ,True     ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        661 ,Robin    ,Air         ,True     ,Live         ,Reptile ,True        ,Fur          ,        0.0
        662 ,Robin    ,Air         ,True     ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        663 ,Robin    ,Air         ,True     ,Live         ,Reptile ,True        ,Scales       ,        0.0
        664 ,Robin    ,Air         ,True     ,Live         ,Reptile ,False       ,Fur          ,        0.0
        665 ,Robin    ,Air         ,True     ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        666 ,Robin    ,Air         ,True     ,Live         ,Reptile ,False       ,Scales       ,        0.0
        667 ,Robin    ,Air         ,True     ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        668 ,Robin    ,Air         ,True     ,Eggs         ,Bird    ,True        ,Feathers     ,        0.0
        669 ,Robin    ,Air         ,True     ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        670 ,Robin    ,Air         ,True     ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        671 ,Robin    ,Air         ,True     ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        672 ,Robin    ,Air         ,True     ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        673 ,Robin    ,Air         ,True     ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
        674 ,Robin    ,Air         ,True     ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        675 ,Robin    ,Air         ,True     ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
        676 ,Robin    ,Air         ,True     ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
        677 ,Robin    ,Air         ,True     ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
        678 ,Robin    ,Air         ,True     ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
        679 ,Robin    ,Air         ,True     ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
        680 ,Robin    ,Air         ,True     ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
        681 ,Robin    ,Air         ,True     ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
        682 ,Robin    ,Air         ,True     ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
        683 ,Robin    ,Air         ,True     ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        684 ,Robin    ,Air         ,True     ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
        685 ,Robin    ,Air         ,False    ,Live         ,Bird    ,True        ,Fur          ,        0.0
        686 ,Robin    ,Air         ,False    ,Live         ,Bird    ,True        ,Feathers     ,        0.0
        687 ,Robin    ,Air         ,False    ,Live         ,Bird    ,True        ,Scales       ,        0.0
        688 ,Robin    ,Air         ,False    ,Live         ,Bird    ,False       ,Fur          ,        0.0
        689 ,Robin    ,Air         ,False    ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        690 ,Robin    ,Air         ,False    ,Live         ,Bird    ,False       ,Scales       ,        0.0
        691 ,Robin    ,Air         ,False    ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        692 ,Robin    ,Air         ,False    ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        693 ,Robin    ,Air         ,False    ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        694 ,Robin    ,Air         ,False    ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        695 ,Robin    ,Air         ,False    ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        696 ,Robin    ,Air         ,False    ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        697 ,Robin    ,Air         ,False    ,Live         ,Reptile ,True        ,Fur          ,        0.0
        698 ,Robin    ,Air         ,False    ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        699 ,Robin    ,Air         ,False    ,Live         ,Reptile ,True        ,Scales       ,        0.0
        700 ,Robin    ,Air         ,False    ,Live         ,Reptile ,False       ,Fur          ,        0.0
        701 ,Robin    ,Air         ,False    ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        702 ,Robin    ,Air         ,False    ,Live         ,Reptile ,False       ,Scales       ,        0.0
        703 ,Robin    ,Air         ,False    ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        704 ,Robin    ,Air         ,False    ,Eggs         ,Bird    ,True        ,Feathers     ,        0.1
        705 ,Robin    ,Air         ,False    ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        706 ,Robin    ,Air         ,False    ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        707 ,Robin    ,Air         ,False    ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        708 ,Robin    ,Air         ,False    ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        709 ,Robin    ,Air         ,False    ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
        710 ,Robin    ,Air         ,False    ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        711 ,Robin    ,Air         ,False    ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
        712 ,Robin    ,Air         ,False    ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
        713 ,Robin    ,Air         ,False    ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
        714 ,Robin    ,Air         ,False    ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
        715 ,Robin    ,Air         ,False    ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
        716 ,Robin    ,Air         ,False    ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
        717 ,Robin    ,Air         ,False    ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
        718 ,Robin    ,Air         ,False    ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
        719 ,Robin    ,Air         ,False    ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        720 ,Robin    ,Air         ,False    ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
        721 ,Robin    ,Land        ,True     ,Live         ,Bird    ,True        ,Fur          ,        0.0
        722 ,Robin    ,Land        ,True     ,Live         ,Bird    ,True        ,Feathers     ,        0.0
        723 ,Robin    ,Land        ,True     ,Live         ,Bird    ,True        ,Scales       ,        0.0
        724 ,Robin    ,Land        ,True     ,Live         ,Bird    ,False       ,Fur          ,        0.0
        725 ,Robin    ,Land        ,True     ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        726 ,Robin    ,Land        ,True     ,Live         ,Bird    ,False       ,Scales       ,        0.0
        727 ,Robin    ,Land        ,True     ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        728 ,Robin    ,Land        ,True     ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        729 ,Robin    ,Land        ,True     ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        730 ,Robin    ,Land        ,True     ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        731 ,Robin    ,Land        ,True     ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        732 ,Robin    ,Land        ,True     ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        733 ,Robin    ,Land        ,True     ,Live         ,Reptile ,True        ,Fur          ,        0.0
        734 ,Robin    ,Land        ,True     ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        735 ,Robin    ,Land        ,True     ,Live         ,Reptile ,True        ,Scales       ,        0.0
        736 ,Robin    ,Land        ,True     ,Live         ,Reptile ,False       ,Fur          ,        0.0
        737 ,Robin    ,Land        ,True     ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        738 ,Robin    ,Land        ,True     ,Live         ,Reptile ,False       ,Scales       ,        0.0
        739 ,Robin    ,Land        ,True     ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        740 ,Robin    ,Land        ,True     ,Eggs         ,Bird    ,True        ,Feathers     ,        0.0
        741 ,Robin    ,Land        ,True     ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        742 ,Robin    ,Land        ,True     ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        743 ,Robin    ,Land        ,True     ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        744 ,Robin    ,Land        ,True     ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        745 ,Robin    ,Land        ,True     ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
        746 ,Robin    ,Land        ,True     ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        747 ,Robin    ,Land        ,True     ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
        748 ,Robin    ,Land        ,True     ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
        749 ,Robin    ,Land        ,True     ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
        750 ,Robin    ,Land        ,True     ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
        751 ,Robin    ,Land        ,True     ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
        752 ,Robin    ,Land        ,True     ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
        753 ,Robin    ,Land        ,True     ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
        754 ,Robin    ,Land        ,True     ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
        755 ,Robin    ,Land        ,True     ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        756 ,Robin    ,Land        ,True     ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
        757 ,Robin    ,Land        ,False    ,Live         ,Bird    ,True        ,Fur          ,        0.0
        758 ,Robin    ,Land        ,False    ,Live         ,Bird    ,True        ,Feathers     ,        0.0
        759 ,Robin    ,Land        ,False    ,Live         ,Bird    ,True        ,Scales       ,        0.0
        760 ,Robin    ,Land        ,False    ,Live         ,Bird    ,False       ,Fur          ,        0.0
        761 ,Robin    ,Land        ,False    ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        762 ,Robin    ,Land        ,False    ,Live         ,Bird    ,False       ,Scales       ,        0.0
        763 ,Robin    ,Land        ,False    ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        764 ,Robin    ,Land        ,False    ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        765 ,Robin    ,Land        ,False    ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        766 ,Robin    ,Land        ,False    ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        767 ,Robin    ,Land        ,False    ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        768 ,Robin    ,Land        ,False    ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        769 ,Robin    ,Land        ,False    ,Live         ,Reptile ,True        ,Fur          ,        0.0
        770 ,Robin    ,Land        ,False    ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        771 ,Robin    ,Land        ,False    ,Live         ,Reptile ,True        ,Scales       ,        0.0
        772 ,Robin    ,Land        ,False    ,Live         ,Reptile ,False       ,Fur          ,        0.0
        773 ,Robin    ,Land        ,False    ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        774 ,Robin    ,Land        ,False    ,Live         ,Reptile ,False       ,Scales       ,        0.0
        775 ,Robin    ,Land        ,False    ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        776 ,Robin    ,Land        ,False    ,Eggs         ,Bird    ,True        ,Feathers     ,        0.1
        777 ,Robin    ,Land        ,False    ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        778 ,Robin    ,Land        ,False    ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        779 ,Robin    ,Land        ,False    ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        780 ,Robin    ,Land        ,False    ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        781 ,Robin    ,Land        ,False    ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
        782 ,Robin    ,Land        ,False    ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        783 ,Robin    ,Land        ,False    ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
        784 ,Robin    ,Land        ,False    ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
        785 ,Robin    ,Land        ,False    ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
        786 ,Robin    ,Land        ,False    ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
        787 ,Robin    ,Land        ,False    ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
        788 ,Robin    ,Land        ,False    ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
        789 ,Robin    ,Land        ,False    ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
        790 ,Robin    ,Land        ,False    ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
        791 ,Robin    ,Land        ,False    ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        792 ,Robin    ,Land        ,False    ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
        793 ,Robin    ,Water       ,True     ,Live         ,Bird    ,True        ,Fur          ,        0.0
        794 ,Robin    ,Water       ,True     ,Live         ,Bird    ,True        ,Feathers     ,        0.0
        795 ,Robin    ,Water       ,True     ,Live         ,Bird    ,True        ,Scales       ,        0.0
        796 ,Robin    ,Water       ,True     ,Live         ,Bird    ,False       ,Fur          ,        0.0
        797 ,Robin    ,Water       ,True     ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        798 ,Robin    ,Water       ,True     ,Live         ,Bird    ,False       ,Scales       ,        0.0
        799 ,Robin    ,Water       ,True     ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        800 ,Robin    ,Water       ,True     ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        801 ,Robin    ,Water       ,True     ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        802 ,Robin    ,Water       ,True     ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        803 ,Robin    ,Water       ,True     ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        804 ,Robin    ,Water       ,True     ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        805 ,Robin    ,Water       ,True     ,Live         ,Reptile ,True        ,Fur          ,        0.0
        806 ,Robin    ,Water       ,True     ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        807 ,Robin    ,Water       ,True     ,Live         ,Reptile ,True        ,Scales       ,        0.0
        808 ,Robin    ,Water       ,True     ,Live         ,Reptile ,False       ,Fur          ,        0.0
        809 ,Robin    ,Water       ,True     ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        810 ,Robin    ,Water       ,True     ,Live         ,Reptile ,False       ,Scales       ,        0.0
        811 ,Robin    ,Water       ,True     ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        812 ,Robin    ,Water       ,True     ,Eggs         ,Bird    ,True        ,Feathers     ,        0.0
        813 ,Robin    ,Water       ,True     ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        814 ,Robin    ,Water       ,True     ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        815 ,Robin    ,Water       ,True     ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        816 ,Robin    ,Water       ,True     ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        817 ,Robin    ,Water       ,True     ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
        818 ,Robin    ,Water       ,True     ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        819 ,Robin    ,Water       ,True     ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
        820 ,Robin    ,Water       ,True     ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
        821 ,Robin    ,Water       ,True     ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
        822 ,Robin    ,Water       ,True     ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
        823 ,Robin    ,Water       ,True     ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
        824 ,Robin    ,Water       ,True     ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
        825 ,Robin    ,Water       ,True     ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
        826 ,Robin    ,Water       ,True     ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
        827 ,Robin    ,Water       ,True     ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        828 ,Robin    ,Water       ,True     ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
        829 ,Robin    ,Water       ,False    ,Live         ,Bird    ,True        ,Fur          ,        0.0
        830 ,Robin    ,Water       ,False    ,Live         ,Bird    ,True        ,Feathers     ,        0.0
        831 ,Robin    ,Water       ,False    ,Live         ,Bird    ,True        ,Scales       ,        0.0
        832 ,Robin    ,Water       ,False    ,Live         ,Bird    ,False       ,Fur          ,        0.0
        833 ,Robin    ,Water       ,False    ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        834 ,Robin    ,Water       ,False    ,Live         ,Bird    ,False       ,Scales       ,        0.0
        835 ,Robin    ,Water       ,False    ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        836 ,Robin    ,Water       ,False    ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        837 ,Robin    ,Water       ,False    ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        838 ,Robin    ,Water       ,False    ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        839 ,Robin    ,Water       ,False    ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        840 ,Robin    ,Water       ,False    ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        841 ,Robin    ,Water       ,False    ,Live         ,Reptile ,True        ,Fur          ,        0.0
        842 ,Robin    ,Water       ,False    ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        843 ,Robin    ,Water       ,False    ,Live         ,Reptile ,True        ,Scales       ,        0.0
        844 ,Robin    ,Water       ,False    ,Live         ,Reptile ,False       ,Fur          ,        0.0
        845 ,Robin    ,Water       ,False    ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        846 ,Robin    ,Water       ,False    ,Live         ,Reptile ,False       ,Scales       ,        0.0
        847 ,Robin    ,Water       ,False    ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        848 ,Robin    ,Water       ,False    ,Eggs         ,Bird    ,True        ,Feathers     ,        0.0
        849 ,Robin    ,Water       ,False    ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        850 ,Robin    ,Water       ,False    ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        851 ,Robin    ,Water       ,False    ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        852 ,Robin    ,Water       ,False    ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        853 ,Robin    ,Water       ,False    ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
        854 ,Robin    ,Water       ,False    ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        855 ,Robin    ,Water       ,False    ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
        856 ,Robin    ,Water       ,False    ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
        857 ,Robin    ,Water       ,False    ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
        858 ,Robin    ,Water       ,False    ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
        859 ,Robin    ,Water       ,False    ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
        860 ,Robin    ,Water       ,False    ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
        861 ,Robin    ,Water       ,False    ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
        862 ,Robin    ,Water       ,False    ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
        863 ,Robin    ,Water       ,False    ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        864 ,Robin    ,Water       ,False    ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
        865 ,Turtle   ,Air         ,True     ,Live         ,Bird    ,True        ,Fur          ,        0.0
        866 ,Turtle   ,Air         ,True     ,Live         ,Bird    ,True        ,Feathers     ,        0.0
